"state","s_fips","county","c_fips","ttl_pop","male_pop","female_pop","med_age","male_med_age","female_med_age","white_pop","black_pop","native_pop","asian_pop","pacific_pop","other_race_pop","mult_race_pop","white_nonhisp_pop","hisp_ttl_pop","white_hisp_pop","black_hisp_pop","med_income"
"Wisconsin",55,"Lafayette County",65,16715,8468,8247,41.8,41.1,42.5,16270,101,37,89,0,103,115,15728,652,542,0,60691
"California",6,"Riverside County",65,2411439,1200960,1210479,35.6,34.7,36.5,1444654,156836,19765,157261,7485,519122,106316,851702,1179478,592952,9676,67005
"Colorado",8,"Lake County",65,7751,4308,3443,36.7,38.2,35.8,6614,9,118,65,3,816,126,4948,2508,1666,0,50565
"Virginia",51,"Hampton city",650,135041,65105,69936,36.2,33.9,38.1,55513,67450,632,3352,226,2198,5670,51544,7783,3969,1020,56287
"Virginia",51,"Harrisonburg city",660,53273,25548,27725,25.4,26.2,24.4,42838,3946,76,2073,0,786,3554,35233,10518,7605,493,46679
"Alabama",1,"Henry County",67,17133,8319,8814,44.4,42.1,46.2,12118,4565,30,68,17,134,201,11851,449,267,16,50017
"Florida",12,"Lafayette County",67,8637,5125,3512,37.3,35.9,39.4,6931,1394,13,0,28,7,264,5718,1360,1213,21,50165
"Georgia",13,"Cobb County",67,751218,363539,387679,36.7,35.5,37.8,440462,207059,1941,40271,409,38088,22988,389948,97481,50514,6326,77932
"Idaho",16,"Minidoka County",67,20705,10345,10360,35.2,34.6,35.6,19373,32,267,55,25,675,278,12839,7302,6534,0,53370
"Illinois",17,"Hancock County",67,17983,8975,9008,46,43.7,48.1,17512,109,4,66,0,19,273,17291,269,221,0,52561
"Indiana",18,"Howard County",67,82331,39867,42464,41.7,39.7,43,71866,6389,462,1032,33,627,1922,70047,2769,1819,220,52373
"Iowa",19,"Floyd County",67,15786,7757,8029,44.1,41.3,45.6,14832,271,97,237,24,42,283,14449,511,383,0,50406
"Kansas",20,"Grant County",67,7467,3888,3579,32.6,30.7,36.2,6597,3,0,32,0,785,50,3857,3554,2740,0,53413
"Kentucky",21,"Fayette County",67,320601,157231,163370,34.6,33.5,35.6,239996,46844,608,12028,83,9015,12027,227629,23063,12367,506,57291
"Louisiana",22,"Morehouse Parish",67,25610,12309,13301,39.9,37,41.6,12664,12583,29,129,0,73,132,12633,146,31,13,32929
"Michigan",26,"Ionia County",67,64300,34266,30034,38.7,38.1,39.5,58958,2976,128,269,9,460,1500,56769,3067,2189,57,57043
"Minnesota",27,"Kandiyohi County",67,42841,21565,21276,39.3,37.8,40.7,37829,2285,142,444,0,1377,764,34274,5190,3555,0,60294
"Mississippi",28,"Jones County",67,68352,33384,34968,37.5,36.3,38.8,46881,20077,154,225,47,277,691,44132,3073,2749,36,41775
"Missouri",29,"Douglas County",67,13306,6648,6658,47.3,46.7,47.7,13079,30,67,11,0,80,39,13040,115,39,0,37425
"Montana",30,"Park County",67,16352,8141,8211,46.3,46.2,46.5,15631,73,134,51,19,32,412,15263,505,368,0,53068
"Nebraska",31,"Gage County",67,21594,10854,10740,43.8,42.1,45.6,20839,130,144,143,0,100,238,20399,548,440,0,53110
"New York",36,"Onondaga County",67,462872,223287,239585,39.1,37.7,40.6,368328,52912,2568,17041,162,4990,16871,355699,22734,12629,2723,61359
"North Carolina",37,"Forsyth County",67,375195,177935,197260,38.4,36.9,39.7,247912,98362,1488,8830,356,9028,9219,212708,48057,35204,2064,51569
"North Dakota",38,"Pembina County",67,6947,3631,3316,48.1,47.3,48.7,6551,23,197,37,0,2,137,6314,241,237,0,64549
"Ohio",39,"Harrison County",67,15211,7489,7722,46.3,46,46.9,14484,434,12,75,0,31,175,14427,60,57,0,49689
"Oklahoma",40,"Jefferson County",67,6158,3102,3056,41.5,39.2,43.3,5224,85,358,1,0,193,297,4788,651,436,0,39895
"Oregon",41,"Washington County",67,589481,291701,297780,36.7,35.8,37.6,447201,11897,3446,62545,2514,29894,31984,387456,98201,59745,428,82215
"Pennsylvania",42,"Juniata County",67,24624,12304,12320,42.9,42.4,43.6,23882,270,0,97,0,210,165,23195,941,687,0,53879
"South Carolina",45,"Marion County",67,31308,14448,16860,40.7,38.8,44.2,12414,17752,195,223,0,415,309,12077,884,337,60,32063
"South Dakota",46,"Hutchinson County",67,7308,3559,3749,43,42.3,44.5,7055,0,108,21,0,2,122,6920,158,135,0,57089
"Tennessee",47,"Hancock County",67,6587,3305,3282,44.5,43.8,45.6,6476,33,3,39,0,6,30,6371,105,105,0,30136
"Texas",48,"Cass County",67,30059,14496,15563,43.3,41.9,45.1,23401,5195,46,166,1,527,723,22938,1352,463,62,44848
"Arkansas",5,"Jackson County",67,17027,8427,8600,39.7,38.5,41.2,13230,2091,26,8,6,59,1607,13082,492,148,13,34109
"Virginia",51,"Franklin County",67,56187,27578,28609,47.2,46.2,48.3,50056,4224,166,298,0,344,1099,48995,1566,1061,40,56254
"Washington",53,"Thurston County",67,279711,136855,142856,39,37.7,40.4,227952,8826,3810,15832,2265,4056,16970,209670,25004,18282,408,72003
"West Virginia",54,"Nicholas County",67,25078,12358,12720,45.1,44.7,45.6,24351,214,92,56,0,121,244,24311,205,40,44,40086
"Wisconsin",55,"Langlade County",67,19146,9703,9443,48.7,46.8,50.1,18246,240,133,42,4,127,354,17965,378,281,0,49491
"California",6,"Sacramento County",67,1524553,744997,779556,36.2,35,37.5,873905,149891,10111,239447,17400,119922,113877,681829,353318,192076,5196,67151
"Colorado",8,"La Plata County",67,55617,27999,27618,40.4,39.4,41.5,48924,276,3663,406,4,1046,1298,43686,7110,5238,31,68685
"Virginia",51,"Hopewell city",670,22456,10499,11957,36.2,33.5,38.3,11435,9778,32,307,0,371,533,10434,1781,1001,300,39030
"Virginia",51,"Lexington city",678,7241,4112,3129,22.3,21.6,33.6,6063,637,0,250,0,86,205,5729,443,334,9,42632
"Alaska",2,"Denali Borough",68,2246,1201,1045,42.1,44,37.7,1892,26,49,58,0,5,216,1892,7,0,0,81719
"Virginia",51,"Lynchburg city",680,80569,37729,42840,28.3,27,29.5,52348,23069,206,1973,8,920,2045,50230,3361,2118,221,46409
"Virginia",51,"Manassas city",683,41174,20657,20517,34.2,33.6,34.9,27233,5599,311,2143,79,3661,2148,16810,15086,10423,161,81493
"Virginia",51,"Manassas Park city",685,16986,8887,8099,34.7,35.2,34.2,10576,2607,23,1884,8,1230,658,5621,6749,4955,437,88046
"Alabama",1,"Houston County",69,104702,50190,54512,40.1,38,41.8,72344,28157,271,930,63,634,2303,69580,3479,2764,136,47580
"Florida",12,"Lake County",69,345867,167643,178224,46.9,45.5,48.4,285337,37766,1440,7000,172,6464,7688,241079,53938,44258,2612,54513
"Georgia",13,"Coffee County",69,43021,22155,20866,36.3,34.9,37.4,29175,12261,16,338,0,615,616,25010,5034,4165,31,40859
"Idaho",16,"Nez Perce County",69,40217,19834,20383,40.8,39.8,41.8,36037,143,2473,332,5,148,1079,34974,1579,1063,0,58107
"Illinois",17,"Hardin County",69,3939,1968,1971,46.8,45.6,48.2,3764,107,7,4,0,0,57,3727,37,37,0,51250
"Indiana",18,"Huntington County",69,36359,17919,18440,40.7,39,42.4,34850,357,157,263,28,420,284,34459,894,391,30,53632
"Iowa",19,"Franklin County",69,10162,5055,5107,42.7,40.1,45,9669,25,11,0,0,427,30,8817,1296,852,0,56419
"Kansas",20,"Gray County",69,6039,3031,3008,36,35.5,36.2,5847,53,11,7,22,2,97,4941,964,906,53,64930
"Kentucky",21,"Fleming County",69,14513,7152,7361,41.4,40.5,42.3,13961,318,9,13,0,44,168,13902,157,59,0,44612
"Louisiana",22,"Natchitoches Parish",69,38769,18562,20207,33.7,31.7,34.9,20665,15996,317,285,0,798,708,20180,918,485,84,28567
"Michigan",26,"Iosco County",69,25197,12546,12651,52.9,52.2,54,24088,184,257,190,2,66,410,23634,570,454,0,43678
"Minnesota",27,"Kittson County",69,4311,2169,2142,48.1,46.6,49.4,4150,64,22,29,0,4,42,4110,40,40,0,59643
"Mississippi",28,"Kemper County",69,9943,5059,4884,41.4,38.1,45,3433,6134,364,7,0,0,5,3375,58,58,0,31103
"Missouri",29,"Dunklin County",69,30027,14368,15659,40,37.5,41.6,25396,3068,61,177,15,694,616,24134,1991,1262,0,36380
"Montana",30,"Petroleum County",69,453,235,218,51.8,51.1,52.5,428,0,0,25,0,0,0,428,0,0,0,51250
"Nebraska",31,"Garden County",69,1864,942,922,50.4,48.6,51.3,1836,3,9,3,0,7,6,1757,86,79,0,43750
"New York",36,"Ontario County",69,109511,53619,55892,43.7,42.3,45.2,101371,2769,388,1501,36,1582,1864,98384,5195,2987,411,64944
"North Carolina",37,"Franklin County",69,66362,32942,33420,41.4,39.5,42.7,44679,16594,794,329,159,1952,1855,42120,5587,2559,138,55193
"North Dakota",38,"Pierce County",69,4126,2043,2083,45.8,44.1,47.5,3869,25,154,15,0,3,60,3857,18,12,0,55660
"Ohio",39,"Henry County",69,27208,13387,13821,41.1,39.9,41.6,25451,252,46,85,4,761,609,24434,2089,1017,17,59695
"Oklahoma",40,"Johnston County",69,11064,5452,5612,40.1,40.4,39.6,7947,207,781,10,22,120,1977,7692,599,255,3,41332
"Oregon",41,"Wheeler County",69,1415,713,702,59,58.3,59.4,1319,0,12,4,2,25,53,1235,122,84,0,40926
"Pennsylvania",42,"Lackawanna County",69,210652,102161,108491,42.1,40.1,44.2,191885,5898,108,5921,87,1978,4775,179465,15845,12420,468,52821
"South Carolina",45,"Marlboro County",69,26753,13940,12813,40.3,37.8,43.9,11108,13511,792,116,0,134,1092,10456,887,652,39,33586
"South Dakota",46,"Hyde County",69,1319,685,634,53.3,50.2,56.6,1166,32,85,0,0,3,33,1160,9,6,0,57788
"Tennessee",47,"Hardeman County",69,25443,14252,11191,40.3,37.4,45.2,14022,10648,78,187,0,166,342,13794,447,228,18,40304
"Texas",48,"Castro County",69,7673,3853,3820,34.8,35.1,34.4,6972,163,14,47,3,208,266,2452,4957,4520,0,50142
"Arkansas",5,"Jefferson County",69,69282,34282,35000,38.7,37,40.7,27475,39165,196,660,89,881,816,26940,1455,535,30,40726
"Virginia",51,"Frederick County",69,86415,43042,43373,40.7,39.9,41.7,78403,3405,230,1174,85,689,2429,72104,7428,6299,57,78002
"Washington",53,"Wahkiakum County",69,4268,2017,2251,55.1,55.4,55,3877,54,31,79,1,154,72,3702,294,175,0,53227
"West Virginia",54,"Ohio County",69,42143,20307,21836,43.6,42,45.6,39166,1641,94,300,0,136,806,38819,487,347,0,50584
"Wisconsin",55,"Lincoln County",69,27744,13922,13822,47.7,46.9,48.5,26854,204,116,109,0,8,453,26467,439,387,4,58541
"California",6,"San Benito County",69,60376,30151,30225,35.7,35.2,36.6,49245,491,443,1804,57,5138,3198,20703,36081,28542,37,86958
"Colorado",8,"Larimer County",69,344786,172000,172786,36,34.8,37.1,314957,3387,2661,7546,261,5029,10945,284755,39686,30202,177,71881
"Virginia",51,"Martinsville city",690,12852,5707,7145,40.9,39.1,43.4,6175,5834,46,131,15,137,514,5654,727,521,120,34371
"Alabama",1,"Bibb County",7,22493,12150,10343,40.9,38.5,43.8,17272,5014,30,27,0,9,141,16763,579,509,33,47542
"Florida",12,"Bradford County",7,27317,15021,12296,39.7,37.6,43.6,21101,5544,102,166,0,98,306,20089,1137,1012,38,45921
"Georgia",13,"Baker County",7,3132,1530,1602,46.1,41.8,51.7,1710,1244,1,96,21,45,15,1586,172,124,3,32917
"Hawaii",15,"Kauai County",7,71769,35529,36240,42.6,41.3,43.5,23229,309,408,23698,6568,437,17120,21189,7933,2040,19,83554
"Idaho",16,"Bear Lake County",7,6000,2958,3042,39.6,39.1,40,5659,53,68,40,0,114,66,5575,257,84,0,54167
"Illinois",17,"Boone County",7,53537,26792,26745,38.5,37.4,39.8,46852,1184,183,632,0,3395,1291,39083,11673,7769,63,69272
"Indiana",18,"Benton County",7,8677,4332,4345,40.5,38.1,42.4,8448,43,7,7,7,24,141,8025,452,423,0,49488
"Iowa",19,"Appanoose County",7,12452,6138,6314,45.7,44.4,47.1,12074,89,24,58,0,16,191,11850,250,224,0,40167
"Kansas",20,"Barber County",7,4624,2352,2272,43.6,43.4,44,4377,37,38,75,0,7,90,4137,254,240,0,50174
"Kentucky",21,"Ballard County",7,8032,3966,4066,43.6,41.9,45.8,7452,328,48,19,0,9,176,7428,109,24,0,45048
"Louisiana",22,"Assumption Parish",7,22478,10866,11612,40.9,39.3,42,15158,6819,93,17,0,150,241,14737,684,421,95,43759
"Maine",23,"Franklin County",7,29982,14700,15282,46.3,45.8,46.6,28920,73,39,113,61,69,707,28670,389,250,0,51422
"Massachusetts",25,"Dukes County",7,17312,8535,8777,47.1,45.4,49.2,15247,813,143,59,0,346,704,14811,630,436,86,71811
"Michigan",26,"Alpena County",7,28520,14068,14452,48.1,46.3,49.3,27603,165,103,176,37,44,392,27297,393,306,1,43363
"Minnesota",27,"Beltrami County",7,46403,23137,23266,34,32.6,35.5,33818,729,9395,348,32,3,2078,33360,1130,458,257,49160
"Mississippi",28,"Attala County",7,18437,8718,9719,39.8,38.8,41.1,9916,7792,25,44,0,318,342,9883,377,33,8,33767
"Missouri",29,"Audrain County",7,25644,11825,13819,39.7,38.8,40.4,22789,1464,91,33,24,163,1080,22223,797,566,0,44261
"Montana",30,"Broadwater County",7,5945,3035,2910,47.3,47.3,47.2,5736,5,23,0,0,19,162,5612,166,124,0,60594
"Nebraska",31,"Banner County",7,722,350,372,48.9,44.7,50.6,693,0,0,10,0,3,16,652,44,41,0,51750
"Nevada",32,"Elko County",7,52297,27216,25081,34.1,33.9,34.2,44789,270,3461,584,79,2487,627,34901,12751,9888,13,81232
"New Hampshire",33,"Coos County",7,31741,16723,15018,48.2,46.3,50.4,29822,824,106,168,28,119,674,29216,935,606,54,47117
"New Jersey",34,"Camden County",7,506738,244647,262091,38.8,37.2,40.4,322202,97617,1061,29048,209,40537,16064,287169,84972,35033,5080,70451
"New Mexico",35,"Colfax County",7,12168,6256,5912,50.2,46.3,52.9,10394,89,238,52,0,882,513,5687,6011,4707,8,36302
"New York",36,"Broome County",7,193188,95077,98111,39.9,37.6,41.7,165108,10918,348,8389,75,2058,6292,161081,8140,4027,960,52226
"North Carolina",37,"Anson County",7,24902,13056,11846,40.9,39.4,44.3,11892,12094,66,331,15,137,367,11106,1005,786,78,40213
"North Dakota",38,"Billings County",7,922,516,406,43.7,40,51.8,895,0,0,0,0,16,11,895,27,0,0,75208
"Ohio",39,"Ashtabula County",7,97830,49211,48619,42.5,40.7,44.3,90804,3515,146,533,12,433,2387,87554,4134,3250,218,46700
"Arizona",4,"Gila County",7,53546,26507,27039,50.2,48.7,51.6,41171,375,8733,439,22,1184,1622,33334,10038,7837,27,43524
"Oklahoma",40,"Beaver County",7,5377,2703,2674,39,38.5,41.2,4335,31,73,2,0,811,125,3880,1281,455,0,52349
"Oregon",41,"Clatsop County",7,39102,19457,19645,44.2,42.7,45.6,35929,314,175,387,128,377,1792,33440,3329,2489,0,54886
"Pennsylvania",42,"Beaver County",7,165833,80460,85373,45.1,42.7,46.9,149833,9648,147,880,93,624,4608,148374,2661,1459,139,57807
"Rhode Island",44,"Providence County",7,635737,309399,326338,37.4,35.8,38.9,463567,62698,3379,26431,523,53046,26093,386474,144826,77093,10024,58974
"South Carolina",45,"Anderson County",7,198064,95539,102525,40.8,39.4,42,157968,31183,310,1845,72,2158,4528,153211,7432,4757,318,50865
"South Dakota",46,"Bennett County",7,3425,1686,1739,28.6,25.4,30.7,1151,2,2064,15,0,10,183,1138,95,13,0,47500
"Tennessee",47,"Bledsoe County",7,14836,8707,6129,44.1,42.1,46.3,13343,491,307,10,0,93,592,13048,368,295,0,44122
"Texas",48,"Aransas County",7,24462,11904,12558,50.6,49.9,51.1,22115,354,53,489,0,471,980,16486,6721,5629,17,45137
"Utah",49,"Carbon County",7,20308,10170,10138,37.5,35.9,38.4,19348,91,97,10,16,482,264,17365,2700,1983,5,51158
"Arkansas",5,"Benton County",7,265759,131999,133760,35.4,34.6,36.1,232718,4541,3707,10253,1620,4865,8055,194883,44161,37835,156,66362
"Vermont",50,"Chittenden County",7,162646,79812,82834,36.5,35.1,38.2,146712,4445,403,6519,97,845,3625,143961,3813,2751,239,73647
"Virginia",51,"Amelia County",7,12953,6580,6373,45.1,43.4,48.5,9824,2745,24,0,0,0,360,9533,390,291,0,57946
"Washington",53,"Chelan County",7,76229,38219,38010,40.1,38.3,41,61268,492,651,615,31,10282,2890,51816,21297,9452,74,58795
"West Virginia",54,"Braxton County",7,14190,7162,7028,45.9,45.1,46.3,13757,106,48,0,19,10,250,13742,31,15,0,41466
"Wisconsin",55,"Bayfield County",7,14993,7636,7357,52.2,52,52.5,12904,130,1516,72,0,23,348,12679,300,225,6,56096
"Wyoming",56,"Carbon County",7,15247,8179,7068,38.6,37.6,40,13919,163,303,165,8,371,318,11774,2778,2145,0,60161
"California",6,"Butte County",7,225817,111735,114082,37.1,35.6,38.5,184180,3461,2616,10432,603,10754,13771,162537,36916,21643,119,52537
"Colorado",8,"Archuleta County",7,13253,6657,6596,50.9,49.7,51.7,11136,230,184,126,15,1368,194,10116,2435,1020,45,52221
"Connecticut",9,"Middlesex County",7,163053,79641,83412,45.7,44,47.1,143486,9119,312,5017,10,1742,3367,136807,10095,6679,1064,85898
"Alaska",2,"Dillingham Census Area",70,4961,2542,2419,30.2,30.9,29.2,866,79,3569,67,3,31,346,764,184,102,0,56898
"Virginia",51,"Newport News city",700,179673,86860,92813,33.5,31.7,35.3,86132,73785,460,5773,362,3880,9281,77111,16142,9021,1982,53215
"Alabama",1,"Jackson County",71,51852,25381,26471,43.1,41.5,44.7,47456,1809,629,232,55,262,1409,46277,1519,1179,34,41769
"Florida",12,"Lee County",71,737468,361232,376236,48.5,47,49.9,622299,63282,1395,11967,412,24959,13154,495480,157681,126819,3205,57832
"Georgia",13,"Colquitt County",71,45486,22504,22982,36.8,34.9,38,29029,10622,491,380,5,4232,727,25418,8737,3611,87,36435
"Idaho",16,"Oneida County",71,4385,2146,2239,38.6,39.5,36.8,4293,5,7,0,0,0,80,4096,197,197,0,53841
"Illinois",17,"Henderson County",71,6809,3356,3453,50,49.2,51,6647,9,0,39,0,0,114,6533,123,114,0,53676
"Indiana",18,"Jackson County",71,44025,21842,22183,38.5,37.9,39,40013,473,97,983,14,1765,680,38802,3086,1211,0,51250
"Iowa",19,"Fremont County",71,6946,3455,3491,46.2,44.9,47.3,6614,55,42,0,0,155,80,6578,193,36,2,56750
"Kansas",20,"Greeley County",71,1185,596,589,42.2,42.2,40.9,1042,0,7,0,0,118,18,883,293,159,0,54112
"Kentucky",21,"Floyd County",71,36456,17813,18643,42.2,40.3,44.3,35532,356,3,121,0,50,394,35374,306,158,44,32730
"Louisiana",22,"Orleans Parish",71,390845,185513,205332,36.8,35.9,37.6,132643,232660,763,11361,62,5856,7500,119866,21413,12777,2594,41604
"Michigan",26,"Iron County",71,11152,5543,5609,54.3,53.5,55.1,10681,61,190,65,0,23,132,10526,234,155,0,41599
"Minnesota",27,"Koochiching County",71,12515,6238,6277,49.5,48.7,50.2,11711,73,391,49,0,111,180,11665,168,46,0,50870
"Mississippi",28,"Lafayette County",71,53590,25822,27768,30.5,29.9,31.2,38275,12657,132,1116,19,798,593,37539,1407,736,66,50272
"Missouri",29,"Franklin County",71,103191,51467,51724,40.7,39.6,42.7,99053,745,202,511,13,606,2061,98056,1799,997,2,57214
"Montana",30,"Phillips County",71,4077,2089,1988,49,42.2,51.1,3442,0,383,12,0,20,220,3417,114,25,0,46212
"Nebraska",31,"Garfield County",71,2001,1005,996,50.9,48.5,53.9,1958,7,0,4,0,32,0,1942,37,16,0,53000
"New York",36,"Orange County",71,380085,190453,189632,37,35.1,38.6,281683,41779,1482,10280,298,31086,13477,244179,77882,37504,3790,79944
"North Carolina",37,"Gaston County",71,219271,105755,113516,40.1,38.5,41.2,168959,35824,706,3357,218,4590,5617,158895,15368,10064,370,52835
"North Dakota",38,"Ramsey County",71,11583,5908,5675,40.7,38.6,43.1,9764,64,1230,99,0,19,407,9617,341,147,52,58910
"Ohio",39,"Highland County",71,43016,21048,21968,40.8,39.1,42.3,41178,627,108,170,0,100,833,40908,476,270,17,44169
"Oklahoma",40,"Kay County",71,44402,22077,22325,38.4,37.3,39.7,34574,915,4061,199,0,1361,3292,33105,3554,1469,8,46809
"Oregon",41,"Yamhill County",71,104831,52422,52409,38.3,37.3,39.7,91772,878,1271,1525,265,4788,4332,80959,16639,10813,25,63902
"Pennsylvania",42,"Lancaster County",71,540999,264955,276044,38.6,37.2,40,478516,22580,823,11863,132,13655,13430,443533,56715,34983,3680,66056
"South Carolina",45,"Newberry County",71,38194,18529,19665,42,41.2,43.2,24134,11878,132,93,0,1619,338,22883,2854,1251,18,44226
"South Dakota",46,"Jackson County",71,3290,1631,1659,32.2,35.6,28.9,1282,10,1905,14,0,4,75,1282,9,0,0,33295
"Tennessee",47,"Hardin County",71,25715,12519,13196,45.3,44.4,45.8,24251,1001,51,119,0,20,273,23604,657,647,0,40682
"Texas",48,"Chambers County",71,41305,20939,20366,35.2,34.7,35.8,36369,2997,63,465,0,505,906,27661,9267,8708,0,91141
"Arkansas",5,"Johnson County",71,26372,12966,13406,38.4,38,38.7,24056,421,63,543,36,577,676,20881,3671,3175,10,38511
"Virginia",51,"Giles County",71,16772,8222,8550,44.7,43.5,45.6,16206,361,0,22,28,1,154,15921,293,285,0,54520
"Washington",53,"Walla Walla County",71,60365,30904,29461,37.5,35.8,39.6,50534,1074,393,999,99,4499,2767,43265,12874,7269,46,57858
"West Virginia",54,"Pendleton County",71,7001,3585,3416,50.8,48.6,51.8,6689,233,6,0,0,24,49,6632,57,57,0,42312
"Wisconsin",55,"Manitowoc County",71,79185,39500,39685,44.9,43.6,46.4,74419,869,392,2161,3,219,1122,71684,3178,2735,97,56612
"California",6,"San Bernardino County",71,2149031,1069766,1079265,33.3,32.3,34.5,1315238,179292,17782,154332,6838,368600,106949,613066,1145874,702172,9952,63362
"Colorado",8,"Las Animas County",71,14266,7485,6781,45.9,42.8,49.3,12111,125,544,137,0,603,746,7546,5921,4565,18,41817
"Virginia",51,"Norfolk city",710,244601,127723,116878,30.7,29,33,114890,100649,938,9029,168,7431,11496,106261,19672,8629,1562,51590
"Virginia",51,"Norton city",720,3970,1852,2118,37.5,36.4,39.4,3565,122,0,184,0,0,99,3517,48,48,0,29000
"Alabama",1,"Jefferson County",73,659680,312033,347647,37.7,36,39.3,341768,283311,1443,10433,201,11610,10914,329108,25557,12660,948,53901
"Florida",12,"Leon County",73,289770,137486,152284,31,30,31.9,177974,89536,570,10183,76,3301,8130,163785,18570,14189,950,53106
"Georgia",13,"Columbia County",73,150705,73770,76935,36.9,35.7,38.3,111355,25127,421,5846,0,1635,6321,103491,10094,7864,132,82339
"Idaho",16,"Owyhee County",73,11552,5952,5600,38.9,37.2,40.5,9139,61,372,13,0,1572,395,7913,3031,1226,0,43798
"Illinois",17,"Henry County",73,49267,24536,24731,43.1,41.3,44.6,46313,938,52,244,0,1081,639,44555,2808,1758,0,59933
"Indiana",18,"Jasper County",73,33447,16731,16716,40.3,39.4,41,31527,204,8,110,0,869,729,30626,2012,901,5,63892
"Iowa",19,"Greene County",73,8950,4397,4553,44.5,42.6,47.1,8571,48,13,66,0,82,170,8467,260,104,10,53050
"Kansas",20,"Greenwood County",73,6081,3065,3016,48.6,46.8,49.5,5782,13,6,11,0,11,258,5588,236,194,0,41982
"Kentucky",21,"Franklin County",73,50529,24519,26010,40.9,39.4,42.2,41652,4729,54,915,36,1197,1946,41219,1702,433,24,56274
"Louisiana",22,"Ouachita Parish",73,155494,74589,80905,35.7,34.1,37,91884,58219,246,1558,68,1580,1939,89942,3446,1942,182,41121
"Michigan",26,"Isabella County",73,70688,34337,36351,28.1,28.5,27.7,62196,1916,2271,1262,10,563,2470,60355,2799,1841,48,45116
